,en,vi
7127,chinese youth went to court for selling fake iphones and ipads worth $1.1 million in the us.,"thanh_niên trung_quốc ra tòa vì bán lô iphone , ipad giả trị_giá 1,1 triệu usd tại mỹ ."
7128,"eu ambassadors 'southern progress' at the beginning of the year, visited the pedestrian street and the book street.","các đại_sứ eu ' nam_tiến ' đầu năm , tham_quan phố đi bộ , đường sách ."
7129,procuracy: there must be an appropriate punishment for trinh xuan thanh.,viện kiểm_sát : phải có hình_phạt thích_đáng cho trịnh xuân_thanh .
7130,ho chi minh city mobilized a series of personnel.,tp hcm điều_động hàng_loạt nhân_sự .
7131,minh hang continues to play the evil role when not seducing the couple.,minh hằng tiếp_tục đóng vai ác khi không se duyên cho cặp_đôi .
7132,u23 vietnam tel ended the series of days of running the show.,đt u23 việt nam kết_thúc chuỗi ngày chạy show .
7133,"the couple broke the rules of the game to get a date, causing minh hang to 'gasp'.",cặp đôi phá luật_chơi để được hẹn_hò khiến minh hằng ' há_hốc ' miệng .
7134,the man who supplied ammunition to the las vegas killer faces a five-year prison sentence.,người cung_cấp đạn cho sát_thủ las vegas đối_diện án 5 năm tù .
7135,coach park hang seo was surprised with the fans of ho chi minh city.,hlv park hang seo bất_ngờ với sự hâm_mộ của người dân tp.hcm .
7136,"outraged: giving birth on the street, the mother ""hands-on"" threw the child in the trash.","phẫn_nộ : đẻ_rơi trên đường , mẹ ' tiện_tay ' vứt luôn con vào thùng_rác ."
7137,defendant trinh xuan thanh: 'the days in prison always remember his wife and childreng.,"bị_cáo trịnh xuân_thanh : ' những ngày trong tù luôn nhớ vợ , nhớ con ' ."
7138,journalist duc hien is deputy editor-in-chief of ho chi minh city law.,nhà_báo đức hiển làm phó tổng_biên_tập pháp_luật tp.hcm .
7139,"sports 24h: in addition to harry kane, real target the super striker of psg.","thể_thao 24 h : ngoài harry kane , real ngắm tới siêu tiền_đạo của psg ."
7140,ho chi minh city appoints many new personnel.,tp.hcm bổ_nhiệm nhiều nhân_sự mới .
7141,"defendant trinh xuan thanh hopes that if he dies, he can die in the arms of his wife and children.",bị_cáo trịnh xuân_thanh mong nếu có chết được chết trong vòng tay vợ_con .
7142,minh hang was surprised because the couple voluntarily came together despite being opposed.,minh hằng ngỡ_ngàng vì cặp đôi tự_ý đến với nhau dù bị phản_đối .
7143,"examination, review and handling of legal documents in 2018.","kiểm_tra , rà_soát , xử_lý văn_bản pháp_luật năm 2018 ."
7144,the relationship '3 in 1' of the lady director of vnpt quang binh.,mối quan_hệ ' 3 trong 1_' của tiểu_thư giám_đốc vnpt quảng_bình .
7145,"'girlfriend' son tung relied on a music program to find a lover, but was opposed by minh hang.",' bạn gái '_sơn tùng nhờ_cậy chương_trình âm_nhạc tìm người_yêu nhưng bị minh hằng phản_đối .
7146,u23 vietnam received hot prizes at gala night in ho chi minh city.,u23 việt nam nhận thưởng nóng tại đêm gala ở tp.hcm .
7147,outraged by the heartless mother who threw her newborn baby in the trash in the middle of winter.,phẫn_nộ bà mẹ nhẫn_tâm vứt con mới sinh vào thùng_rác giữa mùa đông .
7148,must handle administrative records on time.,phải giải_quyết hồ_sơ hành_chính đúng_hạn .
7149,u23 vietnam received 'fresh money' right at thong nhat stadium.,u23 việt nam nhận ' tiền tươi ' ngay tại sân thống_nhất .
7150,"outraged, the newborn baby was dumped in the trash by his mother.",phẫn_nộ em bé vừa_mới chào_đời đã bị mẹ vứt_bỏ trong thùng_rác .
7151,completely remove nylon bags in daily life to protect the environment.,bỏ hẳn túi nylon trong sinh_hoạt để bảo_vệ môi_trường .
7152,"quang hai received a ticket to portugal, van thanh recreated the historical celebration.","quang hải nhận vé đi bồ_đào nha , văn thanh tái_hiện màn ăn_mừng lịch_sử ."
7153,duy phuong sues 'after the halo': le giang and tran thanh have to go to court?.,"duy phương kiện ' sau ánh hào_quang ' : lê_giang , trấn thành phải ra tòa ? ."
7154,the husband's lifelong regret for exchanging the lives of his wife and children with just a few games.,ân_hận cả đời của người chồng đánh_đổi mạng sống của vợ_con chỉ bằng vài trận game .
7155,"investing thousands of billions in flood control, why is the city still flooded?","đầu_tư cả ngàn tỉ chống ngập , sao tp vẫn cứ ngập nặng ? ."
7156,"ho chi minh city football fans ""burned out"" during an exchange with u23 vietnam.",người hâm_mộ bóng_đá tphcm ' cháy hết_mình ' trong buổi giao_lưu với u23 việt nam .
7157,"the cold cuts the skin to 2 degrees, the mother falls on the road and then throws the baby in the trash.","rét cắt da cắt thịt 2_độ , người_mẹ đẻ_rơi trên đường rồi vứt luôn con vào thùng_rác ."
7158,"u23 vietnam ""burned"" thong nhat stadium again.",u23 việt nam lại làm ' cháy ' sân thống_nhất .
7159,"a man and a woman, who is the legal wife?.","một ông hai bà , ai là vợ hợp_pháp ? ."
7160,"exchange in ho chi minh city, u23 vietnam received more 'bonus raing.","giao_lưu tại tp hcm , u23 việt nam nhận thêm ' mưa tiền thưởng ' ."
7161,"netizens outraged the man who killed the orangutan with 17 shots, burned his feathers and dumped the body in the river.","cư_dân mạng phẫn_nộ kẻ giết đười_ươi bằng 17 phát súng , đốt trụi lông và vứt thi_thể trôi_sông ."
7162,new staff of ho chi minh city department of justice.,nhân_sự mới sở tư_pháp tp.hcm .
7163,more bonus 'raing for u23 vietnam team.,thêm ' cơn mưa ' tiền thưởng dành cho đội u23 việt nam .
7164,the surprising thing about the man who raped his own daughter in hoa binh.,điều bất_ngờ về kẻ cưỡng_hiếp con_gái ruột ở hòa_bình .
7165,proposing to abolish lltp for officials participating in administrative judgments.,kiến_nghị bỏ lltp cho cán_bộ tham_gia án hành_chính .
7166,the event of booking a party of 120 million vnd in ca mau: when the 'princess'... ran the village.,vụ đặt tiệc 120 triệu đồng ở cà_mau : khi ' công_chúa ' ... chạy_làng .
7167,"with negative exposure, journalists are easily threatened and assaulted.","phanh_phui tiêu_cực , nhà_báo dễ bị đe đọa , hành_hung ."
7168,u23 player quang hai will soon be in portugal.,tuyển_thủ u23 quang hải sẽ sớm có_mặt tại bồ_đào nha .
7169,the horror film had an ending that was called 'worst' by the audience.,bộ phim kinh_dị có cái kết được khán_giả gọi là ' tồi_tệ nhất ' .
7170,exchange in ho chi minh city: 'raing bonus for u23 vietnam.,giao_lưu tại tp.hcm : ' mưa ' tiền thưởng cho u23 việt nam .
7171,the case of father harming his own daughter's life: what kind of person is the suspect?,vụ cha hại đời con_gái ruột : nghi phạm là người như thế_nào ? .
7172,"toll collection in the inner city is still stuck in traffic, who is responsible?","thu phí nội_đô vẫn kẹt xe , ai chịu trách_nhiệm ? ."
7173,hundreds of young saigonese sit for hours in the hot sun waiting to interact with the u23 team.,hàng trăm bạn trẻ sài_gòn ngồi hàng giờ dưới nắng nóng chờ giao_lưu với đội_tuyển u23 .
7174,exchange with vietnam u23 players: solidarity makes a historic victory.,giao_lưu với các tuyển_thủ u23 việt nam : tình đoàn_kết làm_nên chiến_tích lịch_sử .
7175,"parents are in conflict, children are orphaned.","cha_mẹ mâu_thuẫn , con chịu cảnh mồ_côi ."
7176,ho chi minh city approved to invest in 6 more apartment projects.,tp hcm chấp_thuận đầu_tư thêm 6 dự_án chung_cư .
7177,enterprises only look to the state when problems arise.,doanh_nghiệp chỉ tìm đến nhà_nước khi xảy ra vướng_mắc .
7178,the driver lost a lawsuit against the traffic police for running a yellow light.,tài_xế thua_kiện cảnh_sát giao_thông với lỗi vượt đèn vàng .
7179,'sold out' of the u23 vietnam exchange at thong nhat stadium.,' cháy vé ' giao_lưu u23 việt nam trên sân thống_nhất .
7180,"conflict between husband and wife, do not let children suffer.","mâu_thuẫn vợ_chồng , đừng để con_trẻ chịu thiệt ."
7181,administrative procedures are easiest and most convenient for people.,"thủ_tục hành_chính dễ nhất , tiện nhất cho dân ."
7182,"25,000 tickets to see the u23 vietnam exchange at thong nhat stadium have been sold out.",25.000 vé xem giao_lưu u23 việt nam tại sân thống_nhất đã hết_sạch .
7183,ho chi minh city will issue the regulation on management of online public services.,tp.hcm sẽ ban_hành quy_chế quản_lý_dịch_vụ công trực_tuyến .
7184,the ministry of public security directs to limit meetings to prevent congestion.,bộ công_an chỉ_đạo hạn_chế họp để chống ùn_tắc .
7185,"the female student committed suicide because her teacher falsely accused her of stealing her phone and brutally ""interrogating"" it.",nữ_sinh tự_tử vì bị giáo_viên vu ăn_cắp điện_thoại rồi ' tra_hỏi ' dã_man .
7186,ensuring traffic order and safety during the lunar new year.,đảm_bảo trật_tự an_toàn giao_thông dịp tết_nguyên_đán .
7187,ho chi minh city: when will it applications be introduced into the judicial branch to store records?.,tp.hcm : bao_giờ đưa ứng_dụng cntt vào ngành tư_pháp để lưu_trữ hồ_sơ ? .
7188,xuyen a slaughterhouse is back in operation.,lò mổ xuyên á được hoạt_động trở_lại .
7189,"in conflict with her husband, the wife ruthlessly let her 3-year-old child drink herbicide.","mâu_thuẫn với chồng , người vợ nhẫn_tâm cho con 3 tuổi uống thuốc diệt cỏ ."
7190,plane carrying $0.61 million in cash was hijacked.,"máy_bay chở 0,61 triệu usd tiền_mặt bị cướp ."
7191,promote the implementation of mandatory helmet wearing regulations.,đẩy_mạnh triển_khai quy_định bắt_buộc đội mũ_bảo_hiểm .
7192,reconciling love triangle.,hòa giải chuyện tình tay_ba .
7193,ho chi minh city takes care of the poor to welcome tet.,tp.hcm chăm_lo cho người nghèo đón tết .
7194,"ho chi minh city: 'stork' made a criminal record, changed both criminal records and 'black' records?.","tp.hcm : ' cò ' làm lý_lịch tư_pháp , hô biến cả án_tích , lý_lịch ' đen ' ? ."
7195,"live pig price today 3/2: consumption doubled, ho chi minh city worried about shortage of slaughterhouses?.","giá heo hơi hôm_nay 3/2 : lượng heo tiêu_thụ tăng gấp đôi , tp.hcm lo thiếu lò_mổ ? ."
7196,"strange story today: because of the phone, my mother heartlessly did terrible things to me.","chuyện lạ hôm_nay : vì điện_thoại , mẹ nhẫn_tâm làm điều_kinh_khủng với con ."
7197,legal training for judicial expertise.,bồi_dưỡng pháp_luật cho người giám_định tư_pháp .
7198,the tax department of ho chi minh city continues to consult the uber tax arrears case.,cục thuế tp.hcm lại tiếp_tục xin ý_kiến vụ truy_thu thuế uber .
7199,building the ho chi minh city state treasury into an electronic state treasury.,xây_dựng kho_bạc nhà_nước tphcm thành kho_bạc nhà_nước điện_tử .
7200,searching for the 'box driver' that caused the fatal accident.,truy_tìm tài_xế xe ' xế hộp ' gây tai_nạn chết người .
7201,spread fake red book making service.,tràn_lan dịch_vụ làm sổ_đỏ giả .
7202,the ministry of public security asked officials to reduce meetings to urge traffic safety.,bộ công_an yêu_cầu cán_bộ giảm họp để đi đôn_đốc an_toàn giao_thông .
